x_axis,y_axis,n_terms,five_draw_mean_r,per_draw_r_min,per_draw_r_max,r_seed_20260718,r_seed_20260719,r_seed_20260720,r_seed_20260721,r_seed_20260722
absolute_ability_pp,nonrecent_excess_cost_pp,13,0.5997847291727861,0.15574842869714184,0.8417086234146463,0.503211365571261,0.5246048930202935,0.15574842869714184,0.17735499682263353,0.8417086234146463
attnres_relative_gain_pp,nonrecent_excess_cost_pp,13,-0.3262901075295017,-0.5322698900944852,0.05768498480859002,-0.5322698900944852,-0.11950159264988144,0.05768498480859002,-0.49293799997253535,-0.1579940899881954
