training_seed,mask_seed,term,unmasked_accuracy,nonrecent_masked_accuracy,random_masked_accuracy,baseline_accuracy,raw_nonrecent_cost_pp,random_deletion_cost_pp,nonrecent_excess_cost_pp,attnres_relative_gain_pp,absolute_ability_pp
1338,20260718,argument_structure,69.47,56.42,60.46,67.57,13.049999999999997,9.009999999999998,4.039999999999999,1.9000000000000057,19.47
1338,20260719,argument_structure,69.47,56.42,59.39,67.57,13.049999999999997,10.079999999999998,2.969999999999999,1.9000000000000057,19.47
1338,20260720,argument_structure,69.47,56.42,58.7,67.57,13.049999999999997,10.769999999999996,2.280000000000001,1.9000000000000057,19.47
1338,20260721,argument_structure,69.47,56.42,59.52,67.57,13.049999999999997,9.949999999999996,3.1000000000000014,1.9000000000000057,19.47
1338,20260722,argument_structure,69.47,56.42,61.58,67.57,13.049999999999997,7.890000000000001,5.159999999999997,1.9000000000000057,19.47
1338,20260718,binding,68.77,61.54,62.86,67.19,7.229999999999997,5.909999999999997,1.3200000000000003,1.5799999999999983,18.769999999999996
1338,20260719,binding,68.77,61.54,62.14,67.19,7.229999999999997,6.6299999999999955,0.6000000000000014,1.5799999999999983,18.769999999999996
1338,20260720,binding,68.77,61.54,61.94,67.19,7.229999999999997,6.829999999999998,0.3999999999999986,1.5799999999999983,18.769999999999996
1338,20260721,binding,68.77,61.54,60.41,67.19,7.229999999999997,8.36,-1.1300000000000026,1.5799999999999983,18.769999999999996
1338,20260722,binding,68.77,61.54,61.08,67.19,7.229999999999997,7.689999999999998,-0.46000000000000085,1.5799999999999983,18.769999999999996
1338,20260718,control_raising,65.02,56.2,58.15,63.24,8.819999999999993,6.869999999999997,1.9499999999999957,1.779999999999994,15.019999999999996
1338,20260719,control_raising,65.02,56.2,56.98,63.24,8.819999999999993,8.04,0.779999999999994,1.779999999999994,15.019999999999996
1338,20260720,control_raising,65.02,56.2,57.51,63.24,8.819999999999993,7.509999999999998,1.3099999999999952,1.779999999999994,15.019999999999996
1338,20260721,control_raising,65.02,56.2,57.55,63.24,8.819999999999993,7.469999999999999,1.3499999999999943,1.779999999999994,15.019999999999996
1338,20260722,control_raising,65.02,56.2,56.96,63.24,8.819999999999993,8.059999999999995,0.759999999999998,1.779999999999994,15.019999999999996
1338,20260718,determiner_noun_agreement,86.69,58.13,62.62,84.93,28.559999999999995,24.07,4.489999999999995,1.759999999999991,36.69
1338,20260719,determiner_noun_agreement,86.69,58.13,61.12,84.93,28.559999999999995,25.57,2.989999999999995,1.759999999999991,36.69
1338,20260720,determiner_noun_agreement,86.69,58.13,61.75,84.93,28.559999999999995,24.939999999999998,3.6199999999999974,1.759999999999991,36.69
1338,20260721,determiner_noun_agreement,86.69,58.13,62.43,84.93,28.559999999999995,24.259999999999998,4.299999999999997,1.759999999999991,36.69
1338,20260722,determiner_noun_agreement,86.69,58.13,63.61,84.93,28.559999999999995,23.08,5.479999999999997,1.759999999999991,36.69
1338,20260718,ellipsis,65.28,35.52,36.38,66.07,29.759999999999998,28.9,0.8599999999999994,-0.789999999999992,15.280000000000001
